Date_key,Fecha,Mes,Año,Mes_Año,"Fecha +40d"
42005,2015-01-01,enero,2015,1.2015,2015-02-10
42006,2015-01-02,enero,2015,1.2015,2015-02-11
42007,2015-01-03,enero,2015,1.2015,2015-02-12
42008,2015-01-04,enero,2015,1.2015,2015-02-13
42009,2015-01-05,enero,2015,1.2015,2015-02-14
42010,2015-01-06,enero,2015,1.2015,2015-02-15
42011,2015-01-07,enero,2015,1.2015,2015-02-16
42012,2015-01-08,enero,2015,1.2015,2015-02-17
42013,2015-01-09,enero,2015,1.2015,2015-02-18
42014,2015-01-10,enero,2015,1.2015,2015-02-19
42015,2015-01-11,enero,2015,1.2015,2015-02-20
42016,2015-01-12,enero,2015,1.2015,2015-02-21
42017,2015-01-13,enero,2015,1.2015,2015-02-22
42018,2015-01-14,enero,2015,1.2015,2015-02-23
42019,2015-01-15,enero,2015,1.2015,2015-02-24
42020,2015-01-16,enero,2015,1.2015,2015-02-25
42021,2015-01-17,enero,2015,1.2015,2015-02-26
42022,2015-01-18,enero,2015,1.2015,2015-02-27
42023,2015-01-19,enero,2015,1.2015,2015-02-28
42024,2015-01-20,enero,2015,1.2015,2015-03-01
42025,2015-01-21,enero,2015,1.2015,2015-03-02
42026,2015-01-22,enero,2015,1.2015,2015-03-03
42027,2015-01-23,enero,2015,1.2015,2015-03-04
42028,2015-01-24,enero,2015,1.2015,2015-03-05
42029,2015-01-25,enero,2015,1.2015,2015-03-06
42030,2015-01-26,enero,2015,1.2015,2015-03-07
42031,2015-01-27,enero,2015,1.2015,2015-03-08
42032,2015-01-28,enero,2015,1.2015,2015-03-09
42033,2015-01-29,enero,2015,1.2015,2015-03-10
42034,2015-01-30,enero,2015,1.2015,2015-03-11
42035,2015-01-31,enero,2015,1.2015,2015-03-12
42036,2015-02-01,febrero,2015,2.2015,2015-03-13
