NIT_;Año_;Precio_final_Escen;Precio_index;Escenario;DIVISA;FECHA;Producto_FK
47912677;2016;9.68;12.933872097;Guatecompras;Q;25/08/2016;11
64186059;2016;3.5;4.676503341;Guatecompras;Q;27/08/2016;103
61458228;2016;6.5;8.684934776;Guatecompras;Q;30/08/2016;98
4123670;2016;7;9.353006682;Guatecompras;Q;30/08/2016;100
47912677;2016;10.77;14.516124529;Guatecompras;Q;9/06/2016;3
41274989;2016;6.75;9.097849635;Guatecompras;Q;9/06/2016;6
19554648;2016;9.15;12.248123356;Guatecompras;Q;9/07/2016;5
2475546K;2016;9;12.025294305;Guatecompras;Q;9/08/2016;3
2475546K;2016;9;12.025294305;Guatecompras;Q;9/08/2016;5
47912677;2016;9.36;12.506306077;Guatecompras;Q;9/08/2016;7
19554648;2016;6.7;8.952163538;Guatecompras;Q;9/08/2016;103
4123670;2016;7;9.353006682;Guatecompras;Q;9/08/2016;102
47912677;2016;7.72;10.336406823;Guatecompras;Q;19/09/2016;11
4123670;2017;4.75;6.258569300;Guatecompras;Q;13/01/2017;2
19554648;2017;14.5;19.105106283;Guatecompras;Q;18/01/2017;2
41274989;2017;5.2;6.851486391;Guatecompras;Q;20/01/2017;103
47912677;2017;11.9;15.679363087;Guatecompras;Q;23/01/2017;5
41274989;2017;7.25;9.552553141;Guatecompras;Q;23/01/2017;7
47912677;2017;10.46;13.782028394;Guatecompras;Q;23/01/2017;9
47912677;2017;10.04;13.228639109;Guatecompras;Q;25/01/2017;5
4123670;2017;13;17.128715978;Guatecompras;Q;25/01/2017;7
47912677;2017;8.91;11.739758412;Guatecompras;Q;25/01/2017;98
47912677;2017;7.7;10.145470233;Guatecompras;Q;25/01/2017;100
61458228;2017;6.5;8.564357989;Guatecompras;Q;25/01/2017;103
41274989;2017;6.5;8.564357989;Guatecompras;Q;2/01/2017;14
41274989;2017;5.9;7.773801867;Guatecompras;Q;2/01/2017;102
41274989;2017;6;7.748750673;Guatecompras;Q;2/06/2017;99
19554648;2017;10.12;12.874565283;Guatecompras;Q;2/07/2017;7
47912677;2018;9.1;11.161869295;Guatecompras;Q;8/11/2018;2
47912677;2018;6.65;8.208899177;Guatecompras;Q;27/08/2018;100
47912677;2018;5.8;7.159641387;Guatecompras;Q;27/08/2018;102
47912677;2018;10.2;12.591093474;Guatecompras;Q;28/08/2018;5
47912677;2018;8;9.875367431;Guatecompras;Q;31/08/2018;11
19554648;2018;9.15;11.513235955;Guatecompras;Q;9/01/2018;5
19554648;2018;9.15;11.513235955;Guatecompras;Q;9/01/2018;2
19554648;2018;10.5;12.841572625;Guatecompras;Q;29/10/2018;5
47912677;2018;9;11.347444269;Guatecompras;Q;11/02/2018;5
41274989;2018;4.5;5.503531125;Guatecompras;Q;31/10/2018;103
47912677;2018;9.76;11.971411464;Guatecompras;Q;13/11/2018;5
4123670;2018;8;9.812632348;Guatecompras;Q;21/11/2018;102
47912677;2018;10.75;13.185724717;Guatecompras;Q;22/11/2018;3
47912677;2019;8.54;10.312336999;Guatecompras;Q;26/03/2019;5
47912677;2019;8.83;10.672495323;Guatecompras;Q;4/01/2019;9
96979887;2019;9.15;11.044169002;Guatecompras;Q;4/02/2019;5
41274989;2019;4.5;5.362965591;Guatecompras;Q;5/11/2019;100
41274989;2019;5.4;6.463992019;Guatecompras;Q;5/10/2019;2
47912677;2019;5.76;6.895416192;Guatecompras;Q;14/05/2019;102
4556984;2019;15;17.956812999;Guatecompras;Q;16/05/2019;2
41274989;2019;5.4;6.464452680;Guatecompras;Q;20/05/2019;11
47912677;2019;9.3;11.133224059;Guatecompras;Q;15/05/2019;2
96979887;2019;9.15;10.953655929;Guatecompras;Q;15/05/2019;2
47912677;2019;9.65;11.552216363;Guatecompras;Q;15/05/2019;11
4556984;2019;15;17.956812999;Guatecompras;Q;15/05/2019;11
96979887;2019;9.15;10.953655929;Guatecompras;Q;15/05/2019;11
41274989;2019;5.6;6.703876853;Guatecompras;Q;15/05/2019;11
47912677;2019;6;7.182725200;Guatecompras;Q;15/05/2019;102
64186059;2019;3.65;4.369491163;Guatecompras;Q;15/05/2019;102
4556984;2019;13;15.562571266;Guatecompras;Q;15/05/2019;102
41274989;2019;5.6;6.703876853;Guatecompras;Q;30/05/2019;2
47912677;2019;8.96;10.726202965;Guatecompras;Q;30/05/2019;2
64186059;2019;4.79;5.734208951;Guatecompras;Q;30/05/2019;11
41274989;2019;5.6;6.703876853;Guatecompras;Q;30/05/2019;11
96979887;2019;9.15;10.953655929;Guatecompras;Q;30/05/2019;11
96979887;2019;7.5;8.977766693;Guatecompras;Q;6/10/2019;102
47912677;2019;6.03;7.163503536;Guatecompras;Q;16/07/2019;102
96979887;2019;9.15;10.869992928;Guatecompras;Q;17/07/2019;9
4556984;2019;60;71.278642150;Guatecompras;Q;17/07/2019;9
4556984;2019;60;71.278642150;Guatecompras;Q;22/07/2019;9
96979887;2019;9.15;10.869992928;Guatecompras;Q;22/07/2019;6
64186059;2019;5.65;6.712072136;Guatecompras;Q;31/07/2019;2
47912677;2019;8.95;10.632397454;Guatecompras;Q;31/07/2019;2
96979887;2019;9.1;10.810594059;Guatecompras;Q;31/07/2019;2
96979887;2019;9.15;11.059267521;Guatecompras;Q;8/01/2019;3
64186059;2019;5.65;6.763732896;Guatecompras;Q;15/05/2019;2
64186059;2019;5.65;6.763732896;Guatecompras;Q;15/05/2019;11
96979887;2019;7.5;8.978406499;Guatecompras;Q;15/05/2019;102
96979887;2019;9.15;10.953655929;Guatecompras;Q;18/05/2019;5
64186059;2019;4.99;5.973633124;Guatecompras;Q;30/05/2019;2
47912677;2019;9.33;11.169137685;Guatecompras;Q;30/05/2019;11
47912677;2019;6;7.182213354;Guatecompras;Q;6/10/2019;102
96979887;2019;7.5;8.978406499;Guatecompras;Q;7/05/2019;102
4556984;2019;60;71.822133542;Guatecompras;Q;7/10/2019;9
96979887;2019;7.5;8.909830269;Guatecompras;Q;16/07/2019;102
47912677;2019;9.71;11.535260255;Guatecompras;Q;17/07/2019;9
47912677;2019;9.72;11.547140028;Guatecompras;Q;22/07/2019;9
47912677;2019;9.5;11.285785007;Guatecompras;Q;22/07/2019;6
41274989;2019;5.6;6.652673267;Guatecompras;Q;31/07/2019;2
64186059;2019;5.6;6.768513455;Guatecompras;Q;8/01/2019;3
4123670;2019;8;9.586531602;Guatecompras;Q;23/08/2019;102
5801338;2020;420;498.738866111;Guatecompras;Q;13/01/2020;93
96979887;2020;9.15;10.865382440;Guatecompras;Q;28/01/2020;5
64186059;2020;4.55;5.403004383;Guatecompras;Q;28/01/2020;3
41274989;2016;4.8;6.552653393;Guatecompras;Q;22/02/2016;11
5506433;2016;9.75;13.310077204;Guatecompras;Q;22/02/2016;8
4123670;2016;10;13.651361235;Guatecompras;Q;22/02/2016;8
41274989;2016;5.5;7.508248679;Guatecompras;Q;22/02/2016;8
47912677;2016;8.25;11.262373019;Guatecompras;Q;22/02/2016;10
19554648;2016;9;12.286225112;Guatecompras;Q;22/02/2016;2
4556984;2016;16.5;22.524746038;Guatecompras;Q;22/02/2016;2
5506433;2016;9.75;13.310077204;Guatecompras;Q;22/02/2016;2
47912677;2016;11.82;16.135908980;Guatecompras;Q;22/02/2016;2
4123670;2016;5.95;8.122559935;Guatecompras;Q;22/02/2016;2
19554648;2016;9.15;12.465669100;Guatecompras;Q;3/03/2016;2
79327133;2016;13.97;19.032283861;Guatecompras;Q;3/03/2016;2
5506433;2016;8.9;12.125077048;Guatecompras;Q;3/03/2016;2
41274989;2016;5.4;7.356788321;Guatecompras;Q;3/03/2016;2
2475546K;2016;5.1;6.948077859;Guatecompras;Q;3/03/2016;2
47912677;2016;8;10.708741732;Guatecompras;Q;3/07/2016;11
41274989;2016;5.4;7.228400669;Guatecompras;Q;3/07/2016;11
5506433;2016;8.75;11.712686270;Guatecompras;Q;3/07/2016;11
4556984;2016;13.393;17.894974069;Guatecompras;Q;3/08/2016;3
19554648;2016;8.16;10.902933503;Guatecompras;Q;3/08/2016;3
47912677;2016;9.62;12.853703468;Guatecompras;Q;3/08/2016;3
41274989;2016;5.714;7.634725740;Guatecompras;Q;3/08/2016;3
4556984;2016;14.732;19.684070633;Guatecompras;Q;3/08/2016;2
47912677;2016;11.33;15.138509386;Guatecompras;Q;3/08/2016;2
41274989;2016;5.714;7.634725740;Guatecompras;Q;3/08/2016;2
19554648;2016;8.16;10.902933503;Guatecompras;Q;3/08/2016;2
2475546K;2016;5.357;7.157722399;Guatecompras;Q;3/08/2016;2
19554648;2016;8.16;10.902933503;Guatecompras;Q;3/08/2016;5
4123670;2016;8.929;11.930428094;Guatecompras;Q;3/08/2016;5
41274989;2016;5.714;7.634725740;Guatecompras;Q;3/08/2016;5
47912677;2016;8.63;11.530921094;Guatecompras;Q;3/08/2016;5
19554648;2016;9.15;12.465669100;Guatecompras;Q;17/03/2016;2
47912677;2016;13.52;18.419218167;Guatecompras;Q;17/03/2016;2
2475546K;2016;5.48;7.465777778;Guatecompras;Q;17/03/2016;2
4123670;2016;5;6.811841038;Guatecompras;Q;17/03/2016;2
4556984;2016;14.35;19.173663697;Guatecompras;Q;3/08/2016;5
19554648;2016;9.15;12.225715877;Guatecompras;Q;3/08/2016;5
47912677;2016;9.66;12.907149220;Guatecompras;Q;3/08/2016;5
41274989;2016;5.8;7.749634108;Guatecompras;Q;3/08/2016;11
47912677;2016;8.25;11.023186446;Guatecompras;Q;3/08/2016;11
4556984;2016;13.45;17.971134267;Guatecompras;Q;3/08/2016;11
5506433;2016;8;10.689150493;Guatecompras;Q;3/08/2016;11
4556984;2016;8.259;11.251799027;Guatecompras;Q;14/03/2016;103
4123670;2016;5.357;7.298206488;Guatecompras;Q;14/03/2016;99
47912677;2016;6.661;9.074734631;Guatecompras;Q;14/03/2016;99
4556984;2016;11.161;15.205391565;Guatecompras;Q;14/03/2016;99
4123670;2016;6.25;8.514801298;Guatecompras;Q;14/03/2016;100
19554648;2016;6.696;9.122417518;Guatecompras;Q;14/03/2016;100
19554648;2017;9.15;12.015454972;Guatecompras;Q;20/02/2017;11
47912677;2017;7.2;9.431927006;Guatecompras;Q;13/03/2017;11
41274989;2017;4.9;6.418950324;Guatecompras;Q;13/03/2017;100
47912677;2017;5.94;7.781339780;Guatecompras;Q;13/03/2017;100
4123670;2017;7;9.169929034;Guatecompras;Q;13/03/2017;100
47912677;2017;9.36;12.261505108;Guatecompras;Q;15/03/2017;11
19554648;2017;9.15;11.986407237;Guatecompras;Q;15/03/2017;11
64186059;2017;5.35;7.008445762;Guatecompras;Q;15/03/2017;11
4123670;2017;12;15.719878344;Guatecompras;Q;24/03/2017;2
47912677;2017;10.01;13.112998518;Guatecompras;Q;24/03/2017;2
41274989;2017;6.4;8.383935117;Guatecompras;Q;24/03/2017;2
47912677;2017;9.85;12.720865688;Guatecompras;Q;6/06/2017;5
19554648;2019;8.4;10.138909248;Guatecompras;Q;2/02/2019;7
41274989;2019;5.6;6.759272832;Guatecompras;Q;2/02/2019;7
19554648;2019;7;8.449091040;Guatecompras;Q;2/02/2019;98
41274989;2019;4.5;5.431558526;Guatecompras;Q;2/02/2019;98
4123670;2019;7;8.449091040;Guatecompras;Q;2/02/2019;98
41274989;2019;4.5;5.431558526;Guatecompras;Q;2/02/2019;103
41274989;2019;4.8;5.761371919;Guatecompras;Q;2/04/2019;102
19554648;2019;5.5;6.601571990;Guatecompras;Q;2/04/2019;102
4123670;2019;8;9.602286531;Guatecompras;Q;2/04/2019;102
64186059;2019;3.65;4.381043230;Guatecompras;Q;2/04/2019;102
19554648;2018;7.5;9.437078652;Guatecompras;Q;17/01/2018;102
41274989;2018;5.9;7.423835206;Guatecompras;Q;17/01/2018;100
2475546K;2018;11;13.841048689;Guatecompras;Q;17/01/2018;2
47912677;2016;11.49;15.685414059;Guatecompras;Q;22/02/2016;8
19554648;2016;9.15;12.490995530;Guatecompras;Q;22/02/2016;10
2475546K;2016;3.64;4.969095490;Guatecompras;Q;22/02/2016;2
4123670;2016;7;9.536577453;Guatecompras;Q;3/03/2016;2
19554648;2018;9.15;11.513235955;Guatecompras;Q;17/01/2018;2
19554648;2016;9.15;12.248123356;Guatecompras;Q;3/07/2016;11
2475546K;2016;5.357;7.157722399;Guatecompras;Q;3/08/2016;3
4123670;2016;8.929;11.930428094;Guatecompras;Q;3/08/2016;2
4556984;2016;12.768;17.059884187;Guatecompras;Q;3/08/2016;5
5506433;2016;8;10.689150493;Guatecompras;Q;3/08/2016;5
19554648;2016;9.15;12.225715877;Guatecompras;Q;3/08/2016;11
41274989;2016;5;6.648460382;Guatecompras;Q;3/10/2016;11
19554648;2016;6.25;8.514801298;Guatecompras;Q;14/03/2016;103
19554648;2016;7.143;9.731396107;Guatecompras;Q;14/03/2016;99
4556984;2016;16.071;21.894619465;Guatecompras;Q;14/03/2016;100
47912677;2017;7.86;10.321472795;Guatecompras;Q;20/02/2017;11
19554648;2017;9.15;11.986407237;Guatecompras;Q;13/03/2017;11
19554648;2017;5.9;7.728940186;Guatecompras;Q;13/03/2017;100
5506433;2017;6.9;9.038930048;Guatecompras;Q;15/03/2017;11
19554648;2017;9.15;11.816844776;Guatecompras;Q;6/06/2017;5
5801338;2019;435;525.768455893;Guatecompras;Q;31/01/2019;91
47912677;2019;8.92;10.766556011;Guatecompras;Q;2/02/2019;7
4556984;2019;55;66.385715312;Guatecompras;Q;2/02/2019;7
47912677;2019;6.18;7.459340375;Guatecompras;Q;2/02/2019;98
47912677;2019;5.78;6.976535173;Guatecompras;Q;2/02/2019;103
47912677;2019;6.41;7.693832083;Guatecompras;Q;2/04/2019;102
19554648;2019;10.5;12.582322728;Guatecompras;Q;2/08/2019;5
19554648;2019;9.15;10.964595520;Guatecompras;Q;2/08/2019;7
4556984;2019;15;18.105195085;Guatecompras;Q;13/02/2019;3
47912677;2019;7.5;9.052597543;Guatecompras;Q;14/02/2019;103
47912677;2019;9.67;11.606763844;Guatecompras;Q;16/04/2019;11
4123670;2019;8;9.602286531;Guatecompras;Q;26/04/2019;100
47912677;2019;9.06;10.874589496;Guatecompras;Q;26/04/2019;7
61458228;2018;13;16.357602996;Guatecompras;Q;24/01/2018;5
47912677;2018;11.29;14.205949064;Guatecompras;Q;24/01/2018;5
61458228;2018;7;8.807940075;Guatecompras;Q;26/01/2018;103
47912677;2018;6.12;7.700656180;Guatecompras;Q;26/01/2018;103
64186059;2018;3.6;4.529797753;Guatecompras;Q;29/01/2018;103
41274989;2018;5.4;6.794696629;Guatecompras;Q;29/01/2018;103
19554648;2018;6.8;8.556284644;Guatecompras;Q;29/01/2018;103
47912677;2018;7.75;9.751647940;Guatecompras;Q;29/01/2018;103
47912677;2018;8.39;10.578339713;Guatecompras;Q;2/02/2018;99
41274989;2018;7.4;9.330120844;Guatecompras;Q;2/02/2018;98
47912677;2018;6.26;7.892777903;Guatecompras;Q;2/02/2018;98
61458228;2018;16.9;21.307978683;Guatecompras;Q;28/02/2018;9
47912677;2018;9.02;11.372660812;Guatecompras;Q;28/02/2018;9
47912677;2018;10.66;13.440417323;Guatecompras;Q;28/02/2018;7
19554648;2018;9.15;11.536568340;Guatecompras;Q;28/02/2018;7
41274989;2018;6.5;8.195376417;Guatecompras;Q;28/02/2018;7
41274989;2018;6.5;8.195376417;Guatecompras;Q;28/02/2018;5
47912677;2018;7.85;9.897493057;Guatecompras;Q;27/02/2018;7
41274989;2018;4.5;5.673722135;Guatecompras;Q;27/02/2018;100
47912677;2018;7;8.825789987;Guatecompras;Q;27/02/2018;100
47912677;2018;538.56;679.031065075;Guatecompras;Q;3/02/2018;49
19554648;2018;329.4;415.316460257;Guatecompras;Q;3/02/2018;49
47912677;2018;8.42;10.616164528;Guatecompras;Q;3/02/2018;7
19554648;2018;9.15;11.536568340;Guatecompras;Q;3/02/2018;7
4556984;2018;15;18.598317095;Guatecompras;Q;3/07/2018;5
47912677;2018;9.6;11.902922941;Guatecompras;Q;3/07/2018;5
41274989;2018;6.4;7.935281960;Guatecompras;Q;3/07/2018;5
2475546K;2018;13;16.118541482;Guatecompras;Q;3/07/2018;5
47912677;2018;6.98;8.780143777;Guatecompras;Q;19/03/2018;99
96979887;2019;9.5;11.471569262;Guatecompras;Q;14/03/2019;5
47912677;2019;8.68;10.481391704;Guatecompras;Q;14/03/2019;7
5506433;2019;5;6.037668032;Guatecompras;Q;14/03/2019;7
96979887;2019;9.5;11.471569262;Guatecompras;Q;14/03/2019;2
47912677;2019;6.41;7.681208446;Guatecompras;Q;29/08/2019;100
4123670;2019;8;9.586531602;Guatecompras;Q;29/08/2019;100
41274989;2019;4.5;5.392424026;Guatecompras;Q;29/08/2019;100
64186059;2019;5.65;6.770487944;Guatecompras;Q;29/08/2019;7
5506433;2019;7.5;8.987373377;Guatecompras;Q;29/08/2019;7
96979887;2019;7;8.452735245;Guatecompras;Q;9/03/2019;99
41274989;2019;5.4;6.411450382;Guatecompras;Q;9/06/2019;11
96979887;2019;8.2;9.735906135;Guatecompras;Q;9/06/2019;11
64186059;2019;5.55;6.589546226;Guatecompras;Q;9/06/2019;11
4556984;2019;15;17.809584394;Guatecompras;Q;9/06/2019;11
47912677;2019;9.19;10.911338705;Guatecompras;Q;9/06/2019;2
41274989;2019;5.4;6.411450382;Guatecompras;Q;9/06/2019;2
4556984;2019;15;17.809584394;Guatecompras;Q;9/06/2019;2
47912677;2019;9.23;11.049425599;Guatecompras;Q;9/05/2019;2
96979887;2019;9.15;10.953655929;Guatecompras;Q;9/05/2019;2
64186059;2019;3.65;4.369491163;Guatecompras;Q;9/05/2019;102
47912677;2019;5.6;6.703876853;Guatecompras;Q;9/05/2019;102
41274989;2019;3.98;4.764541049;Guatecompras;Q;9/05/2019;102
64186059;2019;5.3;6.344740593;Guatecompras;Q;9/05/2019;3
47912677;2019;9.44;11.300820981;Guatecompras;Q;9/05/2019;3
47912677;2019;9.65;11.431643159;Guatecompras;Q;9/12/2019;11
4123670;2019;10;12.053673938;Guatecompras;Q;18/09/2019;102
47912677;2019;5.6;6.750057405;Guatecompras;Q;18/09/2019;102
5506433;2019;7.5;9.040255454;Guatecompras;Q;20/09/2019;5
47912677;2019;8.35;10.064817738;Guatecompras;Q;20/09/2019;5
47912677;2019;9.5;11.450990241;Guatecompras;Q;20/09/2019;2
5506433;2019;7.5;9.040255454;Guatecompras;Q;20/09/2019;2
96979887;2019;9.15;11.029111653;Guatecompras;Q;20/09/2019;7
47912677;2019;9.2;11.089380023;Guatecompras;Q;20/09/2019;7
96979887;2019;7;8.437571757;Guatecompras;Q;24/09/2019;99
47912677;2019;8.85;10.667501435;Guatecompras;Q;30/09/2019;7
96979887;2019;9.15;11.029111653;Guatecompras;Q;30/09/2019;7
96979887;2019;9.15;10.982615220;Guatecompras;Q;10/04/2019;11
41274989;2019;6.2;7.441772061;Guatecompras;Q;10/04/2019;11
47912677;2019;9.65;11.582758128;Guatecompras;Q;10/04/2019;11
96979887;2019;7.5;9.002143623;Guatecompras;Q;10/04/2019;100
41274989;2019;4.8;5.761371919;Guatecompras;Q;10/04/2019;100
4123670;2019;8;9.602286531;Guatecompras;Q;10/04/2019;100
41274989;2019;5.4;6.415077793;Guatecompras;Q;10/07/2019;103
96979887;2019;7.5;8.909830269;Guatecompras;Q;10/07/2019;103
47912677;2019;8.9;10.653616475;Guatecompras;Q;15/10/2019;2
4556984;2019;13.8;16.519090715;Guatecompras;Q;15/10/2019;2
96979887;2019;9.15;10.952875365;Guatecompras;Q;15/10/2019;2
47912677;2019;7.71;9.229144160;Guatecompras;Q;16/10/2019;99
47912677;2019;9;10.773320031;Guatecompras;Q;22/10/2019;2
96979887;2019;9;10.773320031;Guatecompras;Q;22/10/2019;2
96979887;2019;7;8.379248913;Guatecompras;Q;24/10/2019;102
4123670;2019;8;9.576284472;Guatecompras;Q;24/10/2019;102
47912677;2019;8.32;10.046679606;Guatecompras;Q;14/03/2019;5
96979887;2019;9.5;11.471569262;Guatecompras;Q;14/03/2019;7
47912677;2019;9.44;11.399117245;Guatecompras;Q;14/03/2019;2
5506433;2019;7.5;9.056502049;Guatecompras;Q;15/03/2019;11
47912677;2019;9.1;10.988555819;Guatecompras;Q;15/03/2019;3
96979887;2019;7;8.388215152;Guatecompras;Q;29/08/2019;100
47912677;2019;10.45;12.522406905;Guatecompras;Q;29/08/2019;7
47912677;2019;6.8;8.211228524;Guatecompras;Q;9/03/2019;99
47912677;2019;9.19;10.911338705;Guatecompras;Q;9/06/2019;11
96979887;2019;8.5;10.092097823;Guatecompras;Q;9/06/2019;2
41274989;2019;5.6;6.703876853;Guatecompras;Q;9/05/2019;2
96979887;2019;7;8.379846066;Guatecompras;Q;9/05/2019;102
96979887;2019;9.15;10.953655929;Guatecompras;Q;9/05/2019;3
41274989;2016;6.2;8.284091632;Guatecompras;Q;1/08/2016;7
61458228;2016;10.4;13.895895641;Guatecompras;Q;1/08/2016;7
5506433;2016;8.15;10.889572065;Guatecompras;Q;1/08/2016;7
19554648;2016;9.15;12.225715877;Guatecompras;Q;1/08/2016;7
61458228;2016;10.5;14.029510022;Guatecompras;Q;1/08/2016;5
41274989;2016;5.6;7.482405345;Guatecompras;Q;1/08/2016;3
2475546K;2016;6;8.016862870;Guatecompras;Q;1/08/2016;3
19554648;2016;9.15;12.225715877;Guatecompras;Q;1/08/2016;3
47912677;2016;12.24;16.354400255;Guatecompras;Q;1/08/2016;3
2475546K;2016;5.24;7.001393573;Guatecompras;Q;1/08/2016;2
19554648;2016;7.88;10.528813236;Guatecompras;Q;1/08/2016;2
4123670;2016;7.5;10.021078587;Guatecompras;Q;1/08/2016;2
47912677;2016;12.24;16.744646958;Guatecompras;Q;13/01/2016;14
41274989;2016;6.2;8.481765616;Guatecompras;Q;15/01/2016;11
19554648;2016;9.15;12.517444417;Guatecompras;Q;15/01/2016;11
19554648;2016;9;12.312240410;Guatecompras;Q;15/01/2016;2
64186059;2016;4.95;6.771732226;Guatecompras;Q;15/01/2016;2
47912677;2016;9.68;13.242498575;Guatecompras;Q;15/01/2016;2
61458228;2016;9.5;12.996253767;Guatecompras;Q;15/01/2016;2
47912677;2016;9.05;12.380641746;Guatecompras;Q;15/01/2016;11
19554648;2016;6.5;8.892173630;Guatecompras;Q;19/01/2016;100
47912677;2016;7.95;10.875812363;Guatecompras;Q;19/01/2016;100
61458228;2016;9.75;13.338260445;Guatecompras;Q;21/01/2016;5
79327133;2016;14.38;19.672224122;Guatecompras;Q;21/01/2016;5
4123670;2016;7;9.576186986;Guatecompras;Q;21/01/2016;5
41274989;2016;6.25;8.550166952;Guatecompras;Q;21/01/2016;7
4556984;2016;14.5;19.836387328;Guatecompras;Q;21/01/2016;7
41274989;2016;5.6;7.660949589;Guatecompras;Q;21/01/2016;11
79327133;2016;12.96;17.729626191;Guatecompras;Q;21/01/2016;11
4556984;2016;13.45;18.399959280;Guatecompras;Q;21/01/2016;11
61458228;2016;9.65;13.201457773;Guatecompras;Q;21/01/2016;11
41274989;2016;5.6;7.660949589;Guatecompras;Q;22/01/2016;12
61458228;2016;12.39;16.949850965;Guatecompras;Q;22/01/2016;12
41274989;2016;5.6;7.660949589;Guatecompras;Q;22/01/2016;14
47912677;2016;7.46;10.205479274;Guatecompras;Q;25/01/2016;100
61458228;2016;11;15.048293835;Guatecompras;Q;25/01/2016;100
61458228;2016;6;8.208160274;Guatecompras;Q;25/01/2016;103
4123670;2016;6;8.208160274;Guatecompras;Q;25/01/2016;103
47912677;2016;6.65;9.097377637;Guatecompras;Q;25/01/2016;103
47912677;2016;9.51;13.009934034;Guatecompras;Q;26/01/2016;7
4123670;2016;5.9;8.071357602;Guatecompras;Q;26/01/2016;7
41274989;2016;5.9;8.071357602;Guatecompras;Q;26/01/2016;7
41274989;2016;6.5;8.642998496;Guatecompras;Q;17/10/2016;11
47912677;2016;11.5;15.291458878;Guatecompras;Q;17/10/2016;11
19554648;2016;9.5;12.632074725;Guatecompras;Q;17/10/2016;11
64186059;2016;5.85;7.778698646;Guatecompras;Q;17/10/2016;11
41274989;2016;5.8;7.712214043;Guatecompras;Q;17/10/2016;11
19554648;2016;9.15;12.166682498;Guatecompras;Q;17/10/2016;11
41274989;2019;4.5;5.424153272;Guatecompras;Q;18/09/2019;102
47912677;2016;9.18;12.531949614;Guatecompras;Q;11/02/2016;2
19554648;2016;4;5.460544494;Guatecompras;Q;11/02/2016;2
41274989;2016;5.35;7.303478261;Guatecompras;Q;11/02/2016;2
61458228;2016;9.35;12.764022755;Guatecompras;Q;11/02/2016;2
47912677;2019;8.4;10.125086108;Guatecompras;Q;20/09/2019;14
96979887;2019;9.15;11.029111653;Guatecompras;Q;20/09/2019;5
96979887;2019;9.15;11.029111653;Guatecompras;Q;20/09/2019;2
5506433;2019;7.5;9.040255454;Guatecompras;Q;20/09/2019;7
5801338;2019;460;554.469001148;Guatecompras;Q;23/09/2019;91
4556984;2016;14.49;19.192794512;Guatecompras;Q;17/11/2016;2
41274989;2016;5.7;7.549960574;Guatecompras;Q;17/11/2016;2
64186059;2016;5.25;6.953911055;Guatecompras;Q;17/11/2016;2
19554648;2016;4;5.298217947;Guatecompras;Q;17/11/2016;2
41274989;2016;3.8;5.033307049;Guatecompras;Q;17/11/2016;102
47912677;2016;9.18;12.159410188;Guatecompras;Q;16/11/2016;2
61458228;2016;9.35;12.384584450;Guatecompras;Q;16/11/2016;2
4123670;2016;5;6.622772433;Guatecompras;Q;16/11/2016;2
19554648;2016;4.25;5.629356568;Guatecompras;Q;16/11/2016;2
41274989;2016;5.32;7.046629869;Guatecompras;Q;16/11/2016;2
47912677;2019;6.4;7.714351320;Guatecompras;Q;24/09/2019;99
8054681;2019;21.1;25.433252009;Guatecompras;Q;30/09/2019;7
47912677;2019;6.41;7.693832083;Guatecompras;Q;10/04/2019;100
47912677;2019;5.4;6.415077793;Guatecompras;Q;10/07/2019;103
41274989;2019;5.6;6.703399131;Guatecompras;Q;15/10/2019;2
96979887;2019;7.5;8.977766693;Guatecompras;Q;16/10/2019;99
64186059;2019;5.6;6.703399131;Guatecompras;Q;22/10/2019;2
47912677;2017;9.61;12.589002574;Guatecompras;Q;8/03/2017;2
2475546K;2017;13;17.029868206;Guatecompras;Q;8/03/2017;2
47912677;2019;5.8;6.942806242;Guatecompras;Q;24/10/2019;102
47912677;2018;7.85;9.823757729;Guatecompras;Q;29/05/2018;14
41274989;2018;6.5;8.134321687;Guatecompras;Q;29/05/2018;14
47912677;2018;7.85;9.823757729;Guatecompras;Q;29/05/2018;15
41274989;2019;5.6;6.648911507;Guatecompras;Q;11/06/2019;5
47912677;2018;11.29;14.128691053;Guatecompras;Q;30/05/2018;5
19554648;2018;8.7;10.887476719;Guatecompras;Q;30/05/2018;2
64186059;2018;5.9;7.341348148;Guatecompras;Q;6/06/2018;5
47912677;2018;8;9.954370370;Guatecompras;Q;6/06/2018;5
19554648;2018;10;12.442962963;Guatecompras;Q;6/06/2018;5
41274989;2018;6.5;8.087925926;Guatecompras;Q;6/06/2018;5
19554648;2018;9.15;11.504618263;Guatecompras;Q;6/04/2018;5
47912677;2018;7.3;9.178547904;Guatecompras;Q;6/04/2018;5
19554648;2018;9.15;11.344973428;Guatecompras;Q;6/07/2018;11
47912677;2018;12.8;15.800587889;Guatecompras;Q;6/08/2018;3
47912677;2018;12.4;15.306819518;Guatecompras;Q;6/08/2018;7
47912677;2018;8.02;9.979256296;Guatecompras;Q;15/06/2018;11
41274989;2018;6.5;8.087925926;Guatecompras;Q;15/06/2018;11
47912677;2018;8.75;10.887592593;Guatecompras;Q;15/06/2018;2
19554648;2018;9.5;11.820814815;Guatecompras;Q;15/06/2018;2
47912677;2018;9;11.198666667;Guatecompras;Q;29/06/2018;99
19554648;2018;7.5;9.332222222;Guatecompras;Q;29/06/2018;99
