NIT_;Año_;Precio_final_Escen;Precio_index;Escenario;DIVISA;FECHA;Producto_FK
4556984;2018;11;13.687259259;Guatecompras;Q;4/06/2018;99
19554648;2018;7;8.710074074;Guatecompras;Q;4/06/2018;99
19554648;2018;6.5;8.087925926;Guatecompras;Q;19/06/2018;100
41274989;2018;4.5;5.599333333;Guatecompras;Q;19/06/2018;100
47912677;2018;10.1;12.388448339;Guatecompras;Q;23/11/2018;11
96979887;2018;9.15;11.223198248;Guatecompras;Q;23/11/2018;11
41274989;2018;5.6;6.868842643;Guatecompras;Q;23/11/2018;2
47912677;2018;16.84;20.628478086;Guatecompras;Q;4/12/2018;3
19554648;2018;7;8.801347305;Guatecompras;Q;14/04/2018;100
47912677;2018;7.45;9.367148204;Guatecompras;Q;14/04/2018;100
19554648;2016;9;12.047334449;Guatecompras;Q;6/07/2016;13
47912677;2016;8.3;11.110319547;Guatecompras;Q;6/07/2016;13
5506433;2016;8.9;11.913475177;Guatecompras;Q;6/07/2016;13
47912677;2016;12.05;16.100532930;Guatecompras;Q;1/08/2016;7
19554648;2016;9.15;12.225715877;Guatecompras;Q;1/08/2016;5
61458228;2016;10.5;14.029510022;Guatecompras;Q;1/08/2016;3
61458228;2016;9.75;13.027402164;Guatecompras;Q;1/08/2016;2
19554648;2016;9.2;12.585845753;Guatecompras;Q;13/01/2016;14
64186059;2018;5.9;7.283083480;Guatecompras;Q;5/08/2018;2
47912677;2018;10.55;13.023140800;Guatecompras;Q;5/08/2018;2
64186059;2018;5.9;7.283083480;Guatecompras;Q;5/08/2018;5
4556984;2018;12.9;15.924029982;Guatecompras;Q;5/08/2018;5
19554648;2016;8;10.782636604;Guatecompras;Q;14/06/2016;106
61458228;2016;11.7;16.005912534;Guatecompras;Q;15/01/2016;11
2475546K;2016;5.04;6.894854630;Guatecompras;Q;15/01/2016;2
19554648;2016;8.4;11.491424383;Guatecompras;Q;15/01/2016;11
41274989;2016;2.4;3.283264109;Guatecompras;Q;19/01/2016;100
47912677;2018;11.29;13.848077401;Guatecompras;Q;5/11/2018;11
41274989;2018;4.5;5.519605696;Guatecompras;Q;5/11/2018;100
4556984;2016;14.35;19.631183321;Guatecompras;Q;21/01/2016;5
47912677;2018;5.56;6.819779482;Guatecompras;Q;5/11/2018;100
61458228;2016;9.65;13.201457773;Guatecompras;Q;21/01/2016;7
4123670;2016;7;9.576186986;Guatecompras;Q;21/01/2016;11
4123670;2016;10;13.680267123;Guatecompras;Q;22/01/2016;12
61458228;2016;11.69;15.992232266;Guatecompras;Q;22/01/2016;14
19554648;2016;7;9.576186986;Guatecompras;Q;25/01/2016;100
19554648;2018;9.15;11.450622067;Guatecompras;Q;16/05/2018;7
19554648;2016;7;9.576186986;Guatecompras;Q;25/01/2016;103
19554648;2018;8.38;10.487017805;Guatecompras;Q;16/05/2018;13
19554648;2016;9;12.312240410;Guatecompras;Q;26/01/2016;7
19554648;2018;9.15;11.450622067;Guatecompras;Q;17/05/2018;5
61458228;2018;12;15.017209268;Guatecompras;Q;17/05/2018;5
61458228;2018;12;15.017209268;Guatecompras;Q;17/05/2018;2
19554648;2018;9.15;11.450622067;Guatecompras;Q;17/05/2018;2
64186059;2018;3.6;4.505162780;Guatecompras;Q;17/05/2018;102
61458228;2018;7;8.760038739;Guatecompras;Q;17/05/2018;102
19554648;2018;7;8.760038739;Guatecompras;Q;17/05/2018;102
47912677;2018;6.66;8.334551144;Guatecompras;Q;18/05/2018;103
19554648;2018;8;10.011472845;Guatecompras;Q;18/05/2018;103
64186059;2018;3.65;4.567734486;Guatecompras;Q;18/05/2018;103
47912677;2018;6.85;8.572323624;Guatecompras;Q;21/05/2018;100
41274989;2016;5.3;7.143496750;Guatecompras;Q;22/06/2016;11
47912677;2016;8.88;11.968726631;Guatecompras;Q;22/06/2016;11
47912677;2016;8.21;10.916771946;Guatecompras;Q;13/10/2016;103
47912677;2016;11.44;15.211677353;Guatecompras;Q;17/10/2016;11
4556984;2016;8.259;11.058080823;Guatecompras;Q;13/09/2016;103
47912677;2016;5.95;7.966531165;Guatecompras;Q;13/09/2016;103
4123670;2016;5;6.825680618;Guatecompras;Q;11/02/2016;2
47912677;2018;8.31;10.399417418;Guatecompras;Q;29/05/2018;11
41274989;2018;5.8;7.258317813;Guatecompras;Q;29/05/2018;11
19554648;2018;10;12.514341056;Guatecompras;Q;29/05/2018;2
47912677;2018;8.76;10.962562765;Guatecompras;Q;29/05/2018;2
61458228;2018;9.9;12.389197646;Guatecompras;Q;29/05/2018;2
4123670;2016;5;6.622772433;Guatecompras;Q;17/11/2016;2
19554648;2016;7;9.271881407;Guatecompras;Q;17/11/2016;102
4556984;2016;14.46;19.153057877;Guatecompras;Q;16/11/2016;2
19554648;2018;10;12.514341056;Guatecompras;Q;29/05/2018;16
19554648;2018;9.15;11.450622067;Guatecompras;Q;29/05/2018;12
41274989;2018;6.5;8.134321687;Guatecompras;Q;29/05/2018;12
19554648;2019;8.9;10.742415751;Guatecompras;Q;19/02/2019;5
47912677;2019;7.54;9.100878063;Guatecompras;Q;25/02/2019;2
41274989;2019;5.4;6.517870231;Guatecompras;Q;25/02/2019;2
19554648;2017;9.15;11.986407237;Guatecompras;Q;8/03/2017;2
96979887;2019;9.05;10.923467701;Guatecompras;Q;25/02/2019;11
64186059;2019;4.78;5.769522167;Guatecompras;Q;25/02/2019;11
41274989;2019;5.4;6.517870231;Guatecompras;Q;25/02/2019;11
41274989;2016;6.24;8.518449411;Guatecompras;Q;12/02/2016;5
19554648;2018;8.85;11.075191835;Guatecompras;Q;30/05/2018;5
47912677;2018;12.81;16.030870893;Guatecompras;Q;30/05/2018;2
61458228;2018;10.5;13.065111111;Guatecompras;Q;6/06/2018;5
41274989;2018;5.6;7.041077844;Guatecompras;Q;6/04/2018;5
19554648;2018;12;15.088023952;Guatecompras;Q;6/04/2018;5
41274989;2019;5.6;6.759272832;Guatecompras;Q;19/02/2019;5
47912677;2019;8.02;9.680244306;Guatecompras;Q;19/02/2019;5
19554648;2018;9.15;11.294951499;Guatecompras;Q;6/08/2018;3
19554648;2018;9.15;11.294951499;Guatecompras;Q;6/08/2018;7
47912677;2017;15.21;19.514059421;Guatecompras;Q;1/09/2017;2
61458228;2017;10.5;13.471244176;Guatecompras;Q;1/09/2017;2
41274989;2017;5.75;7.377109906;Guatecompras;Q;1/09/2017;2
47912677;2017;12.92;16.576045215;Guatecompras;Q;1/09/2017;3
4556984;2017;16;20.527610173;Guatecompras;Q;1/09/2017;3
19554648;2018;9.15;11.385311111;Guatecompras;Q;15/06/2018;11
41274989;2018;6.5;8.087925926;Guatecompras;Q;15/06/2018;2
4123670;2018;7;8.710074074;Guatecompras;Q;29/06/2018;99
47912677;2017;12.55;16.101344230;Guatecompras;Q;1/09/2017;9
4123670;2017;7;8.980829451;Guatecompras;Q;1/09/2017;99
41274989;2017;3.9;5.003604980;Guatecompras;Q;1/09/2017;99
47912677;2017;8.95;11.482631941;Guatecompras;Q;1/09/2017;99
4556984;2017;12.75;16.357939357;Guatecompras;Q;1/09/2017;99
47912677;2018;6.65;8.274570370;Guatecompras;Q;19/06/2018;100
41274989;2018;5.6;6.868842643;Guatecompras;Q;23/11/2018;11
47912677;2018;11.46;14.056595838;Guatecompras;Q;23/11/2018;2
47912677;2019;5.58;6.735132572;Guatecompras;Q;22/02/2019;103
64186059;2019;3.65;4.373855044;Guatecompras;Q;23/08/2019;102
41274989;2019;4.5;5.392424026;Guatecompras;Q;23/08/2019;102
47912677;2019;5.6;6.710572122;Guatecompras;Q;23/08/2019;102
96979887;2019;7.5;8.987373377;Guatecompras;Q;23/08/2019;102
61458228;2017;6;7.905561220;Guatecompras;Q;26/01/2017;103
19554648;2017;7.2;9.486673465;Guatecompras;Q;26/01/2017;103
41274989;2017;4.9;6.456208330;Guatecompras;Q;26/01/2017;103
96979887;2019;9.08;10.959678092;Guatecompras;Q;25/02/2019;2
64186059;2019;5.75;6.940324783;Guatecompras;Q;25/02/2019;2
47912677;2019;9.1;10.983818352;Guatecompras;Q;25/02/2019;2
4556984;2019;15;18.105195085;Guatecompras;Q;25/02/2019;2
41274989;2019;5.6;6.759272832;Guatecompras;Q;25/02/2019;2
47912677;2017;443.88;561.594956692;Guatecompras;Q;8/11/2017;103
2475546K;2017;8;10.121563606;Guatecompras;Q;8/11/2017;103
4123670;2017;6;7.591172705;Guatecompras;Q;8/11/2017;103
41274989;2017;5.7;7.211614069;Guatecompras;Q;8/11/2017;103
4556984;2017;20;25.303909016;Guatecompras;Q;8/11/2017;5
19554648;2017;9.15;11.576538375;Guatecompras;Q;8/11/2017;5
4123670;2019;8;9.656104045;Guatecompras;Q;28/02/2019;98
64186059;2019;3.65;4.405597471;Guatecompras;Q;28/02/2019;98
5506433;2019;3.62;4.369387081;Guatecompras;Q;28/02/2019;98
47912677;2019;6.65;8.026636488;Guatecompras;Q;28/02/2019;98
61458228;2017;10.5;13.397569313;Guatecompras;Q;14/08/2017;3
47912677;2017;9.77;12.466119256;Guatecompras;Q;14/08/2017;3
19554648;2017;9.15;11.675024687;Guatecompras;Q;14/08/2017;2
61458228;2017;10.5;13.397569313;Guatecompras;Q;14/08/2017;2
41274989;2017;6.4;8.166137486;Guatecompras;Q;14/08/2017;2
47912677;2017;11.49;14.660768705;Guatecompras;Q;14/08/2017;2
96979887;2019;7.1;8.522029296;Guatecompras;Q;3/04/2019;102
47912677;2019;5.98;7.177709182;Guatecompras;Q;3/04/2019;102
47912677;2019;9.1;10.893799886;Guatecompras;Q;3/05/2019;2
4556984;2019;14;16.759692132;Guatecompras;Q;3/05/2019;2
96979887;2019;9.15;10.953655929;Guatecompras;Q;3/05/2019;2
96979887;2019;9.15;10.953655929;Guatecompras;Q;3/05/2019;5
47912677;2019;9.33;11.169137685;Guatecompras;Q;3/05/2019;5
41274989;2019;5.6;6.703876853;Guatecompras;Q;3/05/2019;7
47912677;2019;8.68;10.391009122;Guatecompras;Q;3/05/2019;7
61458228;2016;10.5;14.058584409;Guatecompras;Q;5/09/2016;3
41274989;2016;7;9.372389606;Guatecompras;Q;5/09/2016;7
2475546K;2016;9.1;12.184106488;Guatecompras;Q;5/09/2016;7
47912677;2016;10;13.389128009;Guatecompras;Q;5/09/2016;7
96979887;2020;9.15;10.865382440;Guatecompras;Q;28/01/2020;3
47912677;2020;9.65;11.459119186;Guatecompras;Q;28/01/2020;3
47912677;2017;6.4;8.166137486;Guatecompras;Q;28/08/2017;103
2475546K;2017;8;10.207671857;Guatecompras;Q;28/08/2017;103
61458228;2017;6;7.655753893;Guatecompras;Q;28/08/2017;103
2475546K;2017;11;14.035548804;Guatecompras;Q;25/08/2017;2
4123670;2017;5;6.379794911;Guatecompras;Q;25/08/2017;2
47912677;2016;6.45;8.543376439;Guatecompras;Q;5/11/2016;103
61458228;2016;7;9.271881407;Guatecompras;Q;5/11/2016;103
47912677;2017;10.7;13.652761109;Guatecompras;Q;25/08/2017;2
41274989;2017;5.8;7.400562096;Guatecompras;Q;30/08/2017;102
2475546K;2017;8;10.207671857;Guatecompras;Q;30/08/2017;102
47912677;2017;10.08;12.861666540;Guatecompras;Q;30/08/2017;11
47912677;2017;10.21;13.027541208;Guatecompras;Q;30/08/2017;7
2475546K;2017;11;14.035548804;Guatecompras;Q;30/08/2017;7
4123670;2017;5;6.379794911;Guatecompras;Q;30/08/2017;2
41274989;2017;5.6;7.145370300;Guatecompras;Q;30/08/2017;2
47912677;2017;12.38;15.796372199;Guatecompras;Q;30/08/2017;2
2475546K;2017;11;14.035548804;Guatecompras;Q;30/08/2017;2
2475546K;2016;3.94;5.218333202;Guatecompras;Q;5/12/2016;2
4123670;2016;6;7.946700307;Guatecompras;Q;5/12/2016;2
61458228;2016;9.5;12.582275487;Guatecompras;Q;5/12/2016;2
4556984;2016;16.6;21.985870851;Guatecompras;Q;5/12/2016;2
47912677;2016;12.68;16.794026650;Guatecompras;Q;5/12/2016;2
4556984;2016;14.5;19.204525743;Guatecompras;Q;5/12/2016;7
47912677;2016;9.57;12.674986990;Guatecompras;Q;5/12/2016;7
41274989;2016;6;7.946700307;Guatecompras;Q;5/12/2016;7
61458228;2016;9.15;12.118717969;Guatecompras;Q;5/12/2016;7
4556984;2016;13.45;17.813853189;Guatecompras;Q;5/12/2016;11
61458228;2016;9.65;12.780942995;Guatecompras;Q;5/12/2016;11
2475546K;2016;3.94;5.333987750;Guatecompras;Q;16/05/2016;2
41274989;2016;5.6;7.581302386;Guatecompras;Q;16/05/2016;2
19554648;2017;6.5;8.394479895;Guatecompras;Q;9/06/2017;100
47912677;2017;6.75;8.717344507;Guatecompras;Q;9/06/2017;100
41274989;2017;3.9;5.036687937;Guatecompras;Q;9/06/2017;100
47912677;2017;6.03;7.787494426;Guatecompras;Q;9/06/2017;103
4123670;2017;6;7.748750673;Guatecompras;Q;9/06/2017;103
41274989;2016;6.75;9.138176983;Guatecompras;Q;24/05/2016;7
4123670;2016;10;13.538039974;Guatecompras;Q;24/05/2016;7
2475546K;2016;8.9;12.048855577;Guatecompras;Q;24/05/2016;7
61458228;2016;7;9.476627982;Guatecompras;Q;25/05/2016;100
19554648;2016;7;9.476627982;Guatecompras;Q;25/05/2016;100
47912677;2016;7.95;10.762741779;Guatecompras;Q;25/05/2016;100
47912677;2016;9.06;12.265464217;Guatecompras;Q;26/05/2016;11
41274989;2016;4.85;6.565949387;Guatecompras;Q;26/05/2016;11
32337167;2016;4;5.415215990;Guatecompras;Q;26/05/2016;11
19554648;2018;9.15;11.344973428;Guatecompras;Q;20/07/2018;2
47912677;2018;9.11;11.295377916;Guatecompras;Q;20/07/2018;2
41274989;2018;5.4;6.695394154;Guatecompras;Q;20/07/2018;11
47912677;2018;8.62;10.687832890;Guatecompras;Q;20/07/2018;11
2475546K;2018;11.1;13.762754650;Guatecompras;Q;22/07/2018;5
47912677;2018;10.79;13.378389430;Guatecompras;Q;22/07/2018;5
47912677;2018;10.75;13.328793918;Guatecompras;Q;25/07/2018;3
19554648;2016;7;9.476627982;Guatecompras;Q;30/05/2016;12
41274989;2016;4.2;5.685976789;Guatecompras;Q;30/05/2016;12
47912677;2016;9.08;12.292540297;Guatecompras;Q;30/05/2016;12
41274989;2016;3.75;5.076764990;Guatecompras;Q;31/05/2016;100
19554648;2016;5.536;7.494658930;Guatecompras;Q;31/05/2016;100
47912677;2016;6.66;9.016334623;Guatecompras;Q;31/05/2016;100
61458228;2016;6.25;8.461274984;Guatecompras;Q;31/05/2016;100
47912677;2018;11.3;14.010732211;Guatecompras;Q;27/07/2018;11
41274989;2018;4.5;5.631453475;Guatecompras;Q;21/05/2018;100
64186059;2018;3.6;4.463596103;Guatecompras;Q;30/07/2018;103
61458228;2016;9.1;12.449043082;Guatecompras;Q;6/01/2016;5
4123670;2016;6;8.208160274;Guatecompras;Q;6/01/2016;5
19554648;2016;3.8;5.198501507;Guatecompras;Q;6/01/2016;5
47912677;2016;10.11;13.830750061;Guatecompras;Q;6/01/2016;5
19554648;2018;10;12.514341056;Guatecompras;Q;29/05/2018;11
41274989;2018;5.8;7.258317813;Guatecompras;Q;29/05/2018;2
5506433;2018;7;8.710074074;Guatecompras;Q;8/06/2018;11
47912677;2018;11.29;14.048105185;Guatecompras;Q;8/06/2018;11
47912677;2018;8.3;10.245693710;Guatecompras;Q;8/08/2018;11
19554648;2018;11;13.578630218;Guatecompras;Q;8/08/2018;11
47912677;2018;9.05;11.325478656;Guatecompras;Q;29/05/2018;12
47912677;2019;7.56;9.125018323;Guatecompras;Q;19/02/2019;5
47912677;2019;8.69;10.488943019;Guatecompras;Q;15/02/2019;7
19554648;2018;9.15;11.344973428;Guatecompras;Q;8/07/2018;3
47912677;2018;12.8;15.870563921;Guatecompras;Q;8/07/2018;3
64186059;2019;5.48;6.614431271;Guatecompras;Q;25/02/2019;2
47912677;2019;8.32;10.042348207;Guatecompras;Q;25/02/2019;11
19554648;2018;9.15;11.294951499;Guatecompras;Q;8/08/2018;7
47912677;2018;9.15;11.294951499;Guatecompras;Q;8/08/2018;7
19554648;2019;9.15;11.044169002;Guatecompras;Q;19/02/2019;5
96979887;2019;7.5;9.052597543;Guatecompras;Q;22/02/2019;103
5506433;2019;7;8.449091040;Guatecompras;Q;25/02/2019;2
19554648;2017;10.5;13.284552233;Guatecompras;Q;5/11/2017;7
41274989;2017;6.7;8.476809520;Guatecompras;Q;5/11/2017;7
47912677;2017;8.1;10.248083151;Guatecompras;Q;5/11/2017;7
5506433;2017;7.5;9.488965881;Guatecompras;Q;5/11/2017;5
47912677;2017;9.67;12.234440009;Guatecompras;Q;5/11/2017;5
4556984;2017;22;27.834299917;Guatecompras;Q;5/11/2017;5
96979887;2019;7;8.449091040;Guatecompras;Q;28/02/2019;98
47912677;2017;11.5;14.549747684;Guatecompras;Q;5/11/2017;7
61458228;2017;9.5;12.019356782;Guatecompras;Q;5/11/2017;7
4556984;2017;13.95;17.649476538;Guatecompras;Q;5/11/2017;7
19554648;2017;9.15;11.576538375;Guatecompras;Q;5/11/2017;7
5506433;2017;7.25;9.172667018;Guatecompras;Q;5/11/2017;7
47912677;2017;7.5;9.488965881;Guatecompras;Q;5/11/2017;100
4123670;2019;8;9.602286531;Guatecompras;Q;3/04/2019;102
19554648;2017;8.88;11.566861042;Guatecompras;Q;15/05/2017;99
47912677;2017;7.88;10.264286600;Guatecompras;Q;15/05/2017;11
19554648;2017;9.15;11.918556141;Guatecompras;Q;15/05/2017;11
47912677;2018;6.2;7.608123311;Guatecompras;Q;26/09/2018;15
19554648;2017;9.15;11.918556141;Guatecompras;Q;16/05/2017;2
61458228;2017;9.9;12.895486973;Guatecompras;Q;16/05/2017;2
41274989;2017;6.15;8.010832816;Guatecompras;Q;16/05/2017;2
41274989;2019;5.6;6.703876853;Guatecompras;Q;3/05/2019;2
41274989;2019;5.6;6.703876853;Guatecompras;Q;3/05/2019;5
96979887;2019;9.15;10.953655929;Guatecompras;Q;3/05/2019;7
47912677;2017;10.02;13.051795906;Guatecompras;Q;16/05/2017;2
5801338;2018;435;533.795748411;Guatecompras;Q;21/09/2018;91
5801338;2020;420;498.351345624;Guatecompras;Q;6/03/2020;93
61458228;2016;8.5;11.456551392;Guatecompras;Q;14/06/2016;106
19554648;2017;6.2;8.075961538;Guatecompras;Q;26/05/2017;103
4123670;2017;7;9.118021092;Guatecompras;Q;26/05/2017;103
41274989;2017;4.8;6.252357320;Guatecompras;Q;26/05/2017;103
19554648;2016;9;12.130466180;Guatecompras;Q;22/06/2016;11
96979887;2020;7;8.038419470;Guatecompras;Q;6/09/2020;5
41274989;2016;4.455;5.964856528;Guatecompras;Q;13/09/2016;103
64186059;2018;5.8;7.216918519;Guatecompras;Q;28/06/2018;5
47912677;2018;9.5;11.820814815;Guatecompras;Q;28/06/2018;11
19554648;2018;7.5;9.332222222;Guatecompras;Q;29/06/2018;99
19554648;2018;10;12.579002546;Guatecompras;Q;7/03/2018;14
47912677;2018;8.42;10.591520144;Guatecompras;Q;7/03/2018;15
47912677;2018;9.31;11.711051370;Guatecompras;Q;7/03/2018;14
19554648;2018;10;12.579002546;Guatecompras;Q;7/03/2018;15
47912677;2018;10.91;13.717528443;Guatecompras;Q;7/04/2018;13
47912677;2018;8.5;10.687350299;Guatecompras;Q;7/04/2018;15
41274989;2016;6.8;9.102430473;Guatecompras;Q;7/07/2016;98
19554648;2016;10.3;14.060902072;Guatecompras;Q;12/02/2016;5
47912677;2018;13;15.899089916;Guatecompras;Q;7/10/2018;5
4556984;2017;16.5;21.169097991;Guatecompras;Q;1/09/2017;2
61458228;2017;10.5;13.471244176;Guatecompras;Q;1/09/2017;3
19554648;2018;9.15;11.344973428;Guatecompras;Q;13/07/2018;2
4556984;2017;28;35.923317803;Guatecompras;Q;1/09/2017;9
61458228;2017;6.5;8.339341633;Guatecompras;Q;1/09/2017;99
47912677;2018;12.85;15.932558311;Guatecompras;Q;16/07/2018;5
41274989;2016;5.6;7.581302386;Guatecompras;Q;4/05/2016;11
47912677;2016;9.92;13.429735654;Guatecompras;Q;4/05/2016;11
47912677;2017;6.88;9.065043533;Guatecompras;Q;26/01/2017;103
19554648;2018;11.5;14.258709773;Guatecompras;Q;16/07/2018;5
47912677;2017;251.28;317.918312872;Guatecompras;Q;8/11/2017;99
19554648;2018;8.2;10.122251617;Guatecompras;Q;10/08/2018;5
4556984;2018;12.9;15.924029982;Guatecompras;Q;10/08/2018;5
61458228;2017;6;7.591172705;Guatecompras;Q;8/11/2017;103
2475546K;2017;9;11.386759057;Guatecompras;Q;8/11/2017;103
41274989;2017;7.4;9.362446336;Guatecompras;Q;8/11/2017;5
2475546K;2017;9.98;12.734070642;Guatecompras;Q;14/08/2017;3
41274989;2018;6.2;7.653409759;Guatecompras;Q;10/08/2018;5
2475546K;2017;9.98;12.734070642;Guatecompras;Q;14/08/2017;2
47912677;2018;5.82;7.184329806;Guatecompras;Q;10/08/2018;103
19554648;2018;6.6;8.147178131;Guatecompras;Q;10/08/2018;103
41274989;2018;4.3;5.308009994;Guatecompras;Q;10/08/2018;103
41274989;2016;5.8;7.682416023;Guatecompras;Q;4/11/2016;2
47912677;2016;14.79;19.590160858;Guatecompras;Q;4/11/2016;2
2475546K;2016;4.1;5.430673395;Guatecompras;Q;4/11/2016;2
4123670;2016;6.25;8.278465542;Guatecompras;Q;4/11/2016;2
4556984;2016;16.6;21.987604479;Guatecompras;Q;4/11/2016;2
64186059;2016;5.25;6.953911055;Guatecompras;Q;4/11/2016;2
79327133;2016;14.91;19.749107396;Guatecompras;Q;4/11/2016;3
4123670;2016;5.5;7.285049677;Guatecompras;Q;4/11/2016;3
64186059;2016;5.3;7.020138779;Guatecompras;Q;4/11/2016;3
19554648;2016;4.8;6.357861536;Guatecompras;Q;4/11/2016;3
2475546K;2016;4.1;5.430673395;Guatecompras;Q;4/11/2016;3
5506433;2016;8.75;11.589851758;Guatecompras;Q;4/11/2016;3
41274989;2016;5.2;6.887683331;Guatecompras;Q;4/11/2016;3
47912677;2017;6.75;8.612723130;Guatecompras;Q;21/08/2017;99
4123670;2017;6;7.655753893;Guatecompras;Q;28/08/2017;103
4556984;2017;14.3;18.246213445;Guatecompras;Q;25/08/2017;2
47912677;2017;6.66;8.497886821;Guatecompras;Q;30/08/2017;102
47912677;2017;8.34;10.641497911;Guatecompras;Q;30/08/2017;99
41274989;2017;5.6;7.145370300;Guatecompras;Q;30/08/2017;11
4123670;2017;5;6.379794911;Guatecompras;Q;30/08/2017;7
19554648;2017;8;10.207671857;Guatecompras;Q;30/08/2017;2
19554648;2018;7;8.561048416;Guatecompras;Q;18/10/2018;103
47912677;2018;6.61;8.084075719;Guatecompras;Q;18/10/2018;103
41274989;2018;5.6;6.848838733;Guatecompras;Q;18/10/2018;7
19554648;2018;9.15;11.190513287;Guatecompras;Q;20/10/2018;14
47912677;2018;9.31;11.386194394;Guatecompras;Q;20/10/2018;14
47912677;2018;7.5;9.172551875;Guatecompras;Q;26/10/2018;102
19554648;2018;7;8.561048416;Guatecompras;Q;26/10/2018;102
47912677;2018;6.41;7.839474336;Guatecompras;Q;29/10/2018;98
41274989;2018;5.4;6.604237350;Guatecompras;Q;29/10/2018;98
4123670;2017;6;7.748750673;Guatecompras;Q;9/06/2017;100
61458228;2017;6.25;8.071615284;Guatecompras;Q;9/06/2017;103
4556984;2016;14.25;19.380738402;Guatecompras;Q;26/04/2016;7
61458228;2016;9.25;12.580479313;Guatecompras;Q;26/04/2016;7
19554648;2016;5.09;6.922663752;Guatecompras;Q;26/04/2016;7
4123670;2016;8;10.880414541;Guatecompras;Q;26/04/2016;7
41274989;2018;5.4;6.695394154;Guatecompras;Q;20/07/2018;2
19554648;2018;9.15;11.344973428;Guatecompras;Q;20/07/2018;11
47912677;2018;13.95;17.296434898;Guatecompras;Q;19/07/2018;14
5506433;2018;7.5;9.299158547;Guatecompras;Q;22/07/2018;5
4556984;2016;9.9;13.464512995;Guatecompras;Q;26/04/2016;103
47912677;2016;6.42;8.731532669;Guatecompras;Q;26/04/2016;103
4123670;2016;6;8.160310906;Guatecompras;Q;26/04/2016;103
19554648;2018;9.15;11.344973428;Guatecompras;Q;25/07/2018;3
64186059;2019;5.85;7.010151234;Guatecompras;Q;2/08/2019;7
47912677;2019;8.7;10.425353117;Guatecompras;Q;2/08/2019;7
19554648;2018;8.6;10.663035134;Guatecompras;Q;27/07/2018;11
47912677;2018;6.65;8.245253912;Guatecompras;Q;30/07/2018;103
47912677;2018;6.65;8.245253912;Guatecompras;Q;30/07/2018;102
41274989;2016;4.2;5.712217634;Guatecompras;Q;5/04/2016;12
4123670;2016;6.5;8.760892241;Guatecompras;Q;5/06/2016;5
19554648;2016;4;5.391318302;Guatecompras;Q;5/06/2016;5
4556984;2016;13.35;17.993524834;Guatecompras;Q;5/06/2016;5
61458228;2016;9.35;12.602206531;Guatecompras;Q;5/06/2016;2
19554648;2016;4;5.391318302;Guatecompras;Q;5/06/2016;2
4123670;2016;4.92;6.631321512;Guatecompras;Q;5/06/2016;2
4556984;2016;14.99;20.203965337;Guatecompras;Q;5/06/2016;2
64186059;2016;4.95;6.732256497;Guatecompras;Q;5/04/2016;2
4123670;2016;5.75;7.820297952;Guatecompras;Q;5/04/2016;2
4556984;2016;16.5;22.440854991;Guatecompras;Q;5/04/2016;2
19554648;2016;5.5;7.480284997;Guatecompras;Q;5/04/2016;2
19554648;2016;4;5.415215990;Guatecompras;Q;5/05/2016;2
19554648;2018;10.5;13.065111111;Guatecompras;Q;8/06/2018;11
41274989;2018;5.4;6.665873016;Guatecompras;Q;8/08/2018;11
61458228;2016;9.35;12.658067376;Guatecompras;Q;5/05/2016;2
2475546K;2016;3.98;5.388139910;Guatecompras;Q;5/05/2016;2
5506433;2018;6.1;7.563315619;Guatecompras;Q;8/07/2018;3
47912677;2019;9.44;11.394202774;Guatecompras;Q;13/02/2019;3
19554648;2019;9.15;11.044169002;Guatecompras;Q;13/02/2019;3
41274989;2018;5.6;6.912757202;Guatecompras;Q;8/08/2018;7
19554648;2017;8.4;11.003914841;Guatecompras;Q;28/03/2017;7
47912677;2017;10.92;14.305089293;Guatecompras;Q;28/03/2017;7
47912677;2017;10.92;14.305089293;Guatecompras;Q;28/03/2017;7
19554648;2018;9.15;11.228117467;Guatecompras;Q;26/09/2018;15
19554648;2017;8.4;11.003914841;Guatecompras;Q;30/03/2017;7
4556984;2018;724;888.432464022;Guatecompras;Q;21/09/2018;91
96979887;2019;9.15;10.982615220;Guatecompras;Q;16/04/2019;11
47912677;2017;8.86;11.606510177;Guatecompras;Q;4/03/2017;7
19554648;2017;8.8;11.527910785;Guatecompras;Q;4/03/2017;7
41274989;2017;3.8;4.977961475;Guatecompras;Q;4/03/2017;98
4123670;2017;7;9.169929034;Guatecompras;Q;4/03/2017;98
61458228;2017;5.98;7.833739375;Guatecompras;Q;4/03/2017;98
19554648;2017;6;7.859939172;Guatecompras;Q;4/03/2017;98
47912677;2018;9.18;11.264930966;Guatecompras;Q;27/09/2018;13
47912677;2019;6.65;7.981900679;Guatecompras;Q;26/04/2019;100
41274989;2019;4.5;5.401286174;Guatecompras;Q;26/04/2019;100
96979887;2019;7.5;9.002143623;Guatecompras;Q;26/04/2019;100
47912677;2017;9.05;11.824976665;Guatecompras;Q;18/04/2017;12
47912677;2017;9.1;11.890308027;Guatecompras;Q;18/04/2017;16
41274989;2017;6.2;8.101088986;Guatecompras;Q;18/04/2017;12
41274989;2018;4;5.033108614;Guatecompras;Q;10/01/2018;100
47912677;2018;12.45;15.697297906;Guatecompras;Q;10/02/2018;7
64186059;2019;5.8;6.991130884;Guatecompras;Q;5/09/2019;11
41274989;2019;6.2;7.473277842;Guatecompras;Q;5/09/2019;11
